0.000000 0.000000
0.000000 1.030055
0.000000 2.257209
0.000000 1.435572
0.000000 0.950111
0.000000 1.362127
0.000000 1.996497
0.000000 1.435628
0.000000 1.416972
0.000000 1.578687
512.000000 -1.570796
0.000000 -1.467928
0.000000 -1.534287
0.000000 -1.361942
0.000000 -1.645157
0.000000 -1.349510
0.000000 -1.393833
0.000000 -1.248009
0.000000 -1.258753
0.000000 -0.963100
0.000000 0.798738
0.000000 -2.320397
0.000000 -1.169042
0.000000 -1.863095
0.000000 -1.231588
0.000000 -1.615295
0.000000 -0.827502
0.000000 -1.456188
0.000000 -1.017850
0.000000 -2.097150
0.000000 -1.436390
0.000000 -0.754421
0.000000 -0.879113
0.000000 -0.647081
0.000000 0.002395
0.000000 -1.383685
0.000000 -0.674592
0.000000 -1.366111
0.000000 -0.563274
0.000000 -0.971303
0.000000 0.093496
0.000000 -2.504118
0.000000 -0.562869
0.000000 -2.135805
0.000000 -0.882327
0.000000 -0.593695
0.000000 -0.974128
0.000000 -1.200478
0.000000 -1.061761
0.000000 -2.626889
0.000000 -1.163297
0.000000 -0.606637
0.000000 -0.987933
0.000000 -0.308464
0.000000 1.431278
0.000000 -0.925920
0.000000 -0.654886
0.000000 -0.460211
0.000000 -1.097014
0.000000 -0.651717
0.000000 -0.427532
0.000000 2.758109
0.000000 -0.925490
0.000000 -2.189434
0.000000 -1.290903
0.000000 0.326776
0.000000 -0.665141
0.000000 -0.296697
0.000000 -1.127995
0.000000 0.469528
0.000000 -1.315826
0.000000 -0.149242
0.000000 -1.448724
0.000000 0.358653
0.000000 1.264624
0.000000 1.843613
0.000000 -0.648349
0.000000 0.371175
0.000000 -1.217553
0.000000 0.013118
0.000000 -0.818136
0.000000 0.241793
0.000000 -1.022653
0.000000 0.004514
0.000000 1.552755
0.000000 3.063842
0.000000 -1.378861
0.000000 3.090922
0.000000 -1.521744
0.000000 2.391870
0.000000 -1.325869
0.000000 -1.589286
0.000000 -2.248567
0.000000 1.169572
0.000000 -1.666729
0.000000 1.838604
0.000000 -0.822070
0.000000 0.610849
0.000000 -2.032255
0.000000 0.470676
0.000000 -1.028818
0.000000 0.254499
0.000000 -2.297101
0.000000 0.032700
0.000000 1.564682
0.000000 3.088836
0.000000 -2.029717
0.000000 3.062483
0.000000 -1.571190
0.000000 2.757626
0.000000 -1.580873
0.000000 -3.014421
0.000000 -1.901025
0.000000 2.713015
0.000000 -1.651281
0.000000 0.872249
0.000000 -1.407986
0.000000 2.263658
0.000000 3.072934
0.000000 2.254326
0.000000 -1.724183
0.000000 2.062210
0.000000 -2.083460
0.000000 0.372203
0.000000 1.689117
0.000000 2.832906
0.000000 -2.354275
0.000000 -2.992753
0.000000 -1.869452
0.000000 1.366610
0.000000 -2.371422
0.000000 -2.078610
0.000000 -1.994859
0.000000 2.855332
0.000000 -2.522885
0.000000 -0.349432
0.000000 -2.995723
0.000000 0.186923
0.000000 2.628748
0.000000 -2.272612
0.000000 -3.037456
0.000000 -0.321157
0.000000 -2.813953
0.000000 -1.122950
0.000000 2.099099
0.000000 -2.942106
0.000000 2.859274
0.000000 -2.543834
0.000000 -2.027259
0.000000 -0.817635
0.000000 -2.943539
0.000000 -1.804630
0.000000 2.606825
0.000000 -1.072744
0.000000 -2.384653
0.000000 -1.106901
0.000000 1.111210
0.000000 -0.577438
0.000000 2.003952
0.000000 -2.384328
0.000000 1.999281
0.000000 -2.202696
0.000000 2.298713
0.000000 -2.366437
0.000000 1.435776
0.000000 -2.628833
0.000000 2.637077
0.000000 -2.898808
0.000000 -1.178713
0.000000 -0.902916
0.000000 3.035474
0.000000 -2.583849
0.000000 0.442453
0.000000 -2.341705
0.000000 -3.051845
0.000000 3.111657
0.000000 0.212263
0.000000 -2.674965
0.000000 -1.614302
0.000000 -0.503429
0.000000 2.784527
0.000000 0.174199
0.000000 2.167843
0.000000 -0.980792
0.000000 1.913162
0.000000 -0.723751
0.000000 1.263998
0.000000 -2.065949
0.000000 1.233431
0.000000 -1.033245
0.000000 0.947996
0.000000 -2.302809
0.000000 0.375267
0.000000 -2.447529
0.000000 0.974181
0.000000 -3.084291
0.000000 0.277439
0.000000 -2.780124
0.000000 -1.555636
0.000000 -0.386950
0.000000 2.762789
0.000000 0.164665
0.000000 1.182665
0.000000 -0.749184
0.000000 2.315681
0.000000 -0.011124
0.000000 1.730250
0.000000 -0.620215
0.000000 1.584131
0.000000 3.041743
0.000000 0.839663
0.000000 -1.886651
0.000000 0.062515
0.000000 -0.624543
0.000000 -2.597540
0.000000 -1.970619
0.000000 1.103012
0.000000 0.131413
0.000000 -1.598729
0.000000 -0.735127
0.000000 0.507873
0.000000 -0.047687
0.000000 0.692918
0.000000 -1.811994
0.000000 1.019321
0.000000 0.691209
0.000000 -0.233985
